5	STG.FORMAT_FILE_DEL_PIPE	2020-06-17 07:20:31.670000000
6	STG.FORMAT_FILE_DEL_PIPE	2020-06-17 07:20:31.670000000
9	STG.FORMAT_FILE_DEL_PIPE	2020-06-17 07:20:31.670000000
10	STG.FORMAT_FILE_DEL_PIPE	2020-06-17 07:20:31.670000000
11	STG.FORMAT_FILE_DEL_PIPE	2020-06-17 07:20:31.670000000
12	STG.FORMAT_FILE_DEL_PIPE	2020-06-17 07:20:31.670000000
13	STG.FORMAT_FILE_DEL_PIPE	2020-06-17 07:20:31.670000000
14	STG.FORMAT_FILE_DEL_PIPE	2020-06-17 07:20:31.670000000
15	STG.FORMAT_FILE_DEL_PIPE	2020-06-17 07:20:31.670000000
16	STG.FORMAT_FILE_DEL_PIPE	2020-06-17 07:20:31.670000000
18	STG.FORMAT_FILE_DEL_PIPE	2020-06-17 07:20:31.670000000
19	STG.FORMAT_FILE_DEL_PIPE	2020-06-17 07:20:31.670000000
22	STG.FORMAT_FILE_DEL_PIPE	2020-06-17 07:20:31.670000000
23	STG.FORMAT_FILE_DEL_PIPE	2020-06-17 07:20:31.670000000
24	STG.FORMAT_FILE_DEL_PIPE	2020-06-17 07:20:31.670000000
25	STG.FORMAT_FILE_DEL_PIPE	2020-06-17 07:20:31.670000000
26	STG.FORMAT_FILE_DEL_PIPE	2020-06-17 07:20:31.670000000
35	STG.FORMAT_FILE_DEL_PIPE	2020-06-17 07:20:31.670000000
36	STG.FORMAT_FILE_DEL_PIPE	2020-06-17 07:20:31.670000000
42	STG.FORMAT_FILE_DEL_PIPE	2020-06-17 07:20:31.670000000
43	STG.FORMAT_FILE_DEL_PIPE	2020-06-17 07:20:31.670000000
44	STG.FORMAT_FILE_DEL_PIPE	2020-06-17 07:20:31.670000000
48	STG.FORMAT_FILE_DEL_PIPE	2020-06-17 07:20:31.670000000
51	STG.FORMAT_FILE_DEL_PIPE	2020-06-17 07:20:31.670000000
62	STG.FORMAT_FILE_DEL_PIPE	2020-06-17 07:20:31.670000000
65	STG.FORMAT_FILE_DEL_PIPE	2020-06-17 07:20:31.670000000
68	STG.FORMAT_FILE_DEL_PIPE	2020-06-17 07:20:31.670000000
69	STG.FORMAT_FILE_DEL_PIPE	2020-06-17 07:20:31.670000000
89	STG.FORMAT_FILE_DEL_PIPE	2020-06-17 07:20:31.670000000
90	STG.FORMAT_FILE_DEL_PIPE	2020-06-17 07:20:31.670000000
91	STG.FORMAT_FILE_DEL_PIPE	2020-06-17 07:20:31.670000000
92	STG.FORMAT_FILE_DEL_PIPE	2020-06-17 07:20:31.670000000
93	STG.FORMAT_FILE_DEL_PIPE	2020-06-17 07:20:31.670000000
94	STG.FORMAT_FILE_DEL_PIPE	2020-06-17 07:20:31.670000000
95	STG.FORMAT_FILE_DEL_PIPE	2020-06-17 07:20:31.670000000
96	STG.FORMAT_FILE_DEL_PIPE	2020-06-17 07:20:31.670000000
97	STG.FORMAT_FILE_DEL_PIPE	2020-06-17 07:20:31.670000000
98	STG.FORMAT_FILE_DEL_PIPE	2020-06-17 07:20:31.670000000
99	STG.FORMAT_FILE_DEL_PIPE	2020-06-17 07:20:31.670000000
100	STG.FORMAT_FILE_DEL_PIPE	2020-06-17 07:20:31.670000000
101	STG.FORMAT_FILE_DEL_PIPE	2020-06-17 07:20:31.670000000
102	STG.FORMAT_FILE_DEL_PIPE	2020-06-17 07:20:31.670000000
103	STG.FORMAT_FILE_DEL_PIPE	2020-06-17 07:20:31.670000000
104	STG.FORMAT_FILE_DEL_PIPE	2020-06-17 07:20:31.670000000
105	STG.FORMAT_FILE_DEL_PIPE	2020-06-17 07:20:31.670000000
